No,reviewId,Ulasan,Rating,Tanggal,Label Tipe,Aspek/Modul,Alasan_Singkat (opsional),Ambigu? (Y/N),Untuk_Sampel_Kappa? (Y/N),Nama Aplikasi
21943,861baeea-654d-4c26-9be4-ea5690c3e337,"apaan masa udh pernah bikin tapi pas mau masuk gabisa akun tidak di temukan,tolong dong di revisi lagi ni apk pemerintah emng ga ada yang jelas",1,2026-06-04 10:41:57,Bug Report,Login/OTP/Verifikasi,,,N,IKD
19617,ca2f0a14-a066-4638-9a12-9532ab96379b,Sudah sangat luar biasa aplikasi IKD sekarang...🙂👍,5,2026-08-07 23:50:26,Other,Other,,,N,IKD
26237,cbc60139-496b-4af4-898d-6d0b05ba9d6f,sangat efien dan membantu,5,2025-10-09 15:21:49,Other,Other,,,N,IKD
24058,cadcf7cd-da8d-4162-901d-ff78d4019ff6,"ribet bangeeeet, bisa gak sih rakyat di permudah hadeeeh ah minus",1,2026-02-19 12:49:25,Feature Request,Other,,,Y,IKD
26091,63641106-624c-45f8-85ba-5b60838b30df,apk nya SAMPAH.. seperti Mentri yg Menyarankan membuat apk. GAK BERMANFAAT ANJINK.. urusan untuk masyarakat aja di persulit. bngsad,1,2025-10-20 19:34:44,Other,Other,,,N,IKD
20873,72a69939-ba38-4ee2-957c-ec15ea366fa7,bagus sangat penting dan bermanfaat,5,2026-07-02 13:25:28,Other,Other,,,N,IKD
25822,a1f32941-5b31-4955-87a2-4b6b4f4ae7b3,mempermudah dalam melihat data . tapi sulit harus memasukan pin berulang kali.. cukup 1x proses pemasukan pin.. karena bisa saja lupa pin.. di cek di Gmail yg terhubung tidak ada mail masuk yang dulu.,4,2025-11-06 13:48:37,Feature Request,Login/OTP/Verifikasi,,,N,IKD
21073,d163ad18-07d0-4ecb-86a8-0b7127e2f163,"bagus,lebih praktis,gak perlu ribet2 juga klo mau ngecek2 apa2",5,2026-06-27 11:59:14,Other,Other,,,N,IKD
22552,7f71b3dd-d65c-4efa-816a-13db48f8ad8e,Alhamdulillah praktis dalam.penghunaan,5,2026-05-19 10:30:19,Other,Other,,,N,IKD
26768,cba37318-a39f-4908-b881-d0de2c5fce8b,"susah buat daftar nya, loading nya lama",3,2025-09-08 11:53:17,Bug Report,Login/OTP/Verifikasi,,,N,IKD
26961,0d62abaa-fcb3-411e-800c-da6849479839,"namanya bukan via online klo harus berhadapan dengan petugas setempat, namanya online ya harusnya bisa di akses dari mana ajja.,",3,2025-08-25 11:30:13,Feature Request,Login/OTP/Verifikasi,,,N,IKD
20054,bed1b8df-df63-4781-9711-963b55f72803,"pinginnya semua pakai digital tapi apa, aplikasi belum siap sudah isi data komplit endingnya gagal error, masih perlu di perbaiki permudah cara pendaftaran nya supaya semua bisa pakai kalau emang mau pakai dan mungkin kebanyakan orang yg gak daftar karena memang aplikasinya belum siap aja seperti ini sudah hampir selesai ehh...ending nya error",1,2026-07-26 20:22:44,Bug Report,Login/OTP/Verifikasi,,,N,IKD
26274,3f3aaa8a-70a5-4d97-b51d-23c7aec824aa,sumpah ni aplikasi gunanya apa sih sebenernya tiap buka akunnya logout mulu,1,2025-10-07 14:53:40,Bug Report,Login/OTP/Verifikasi,,,N,IKD
23134,88305840-c3b9-42ef-96bf-644672f6d86e,"pengajuan akta baru lahir lama diprosesnya, di email jawabnya harus ke capil buat pengecekan, terus gunanya aplikasi ini dan menu pengajuan dll apa? aneh",1,2026-04-30 12:11:32,Other,Layanan Inti,,,N,IKD
25075,c9bd9754-ef64-4274-abb2-5c67c54e9324,ribett pengisian nya,1,2025-12-15 09:25:40,Feature Request,Other,,,N,IKD
20603,8c4154a0-c181-473e-9dbe-0ccc4eef3d19,sangat membantu dalam kelengkapan data,5,2026-07-09 17:47:24,Other,Other,,,N,IKD
20881,7e208f4c-13ee-4d67-ba9e-dd67fccc0ffd,"Data kependudukan Digital merupakan bentuk Aset pribadi seseorang d peruntukan sesuai kebutuhan&fungsi nya. Mhn,Tolong Pemerintah Daerah mewakili instiitusi/lembaga utk menjaga, melindungi,warga negara Indonesia dr tindak pidana kriminalitas teknologi digital global. terimakasih..🙏",5,2026-07-02 12:24:27,Other,Other,,,N,IKD
23124,8d9b1c99-5e09-46d2-b606-f7a6767512e3,Aplikasi pintar Kependudukan. Sangat Baik dan Terpercaya serta Aman untuk WNI... Salam Prima,5,2026-04-30 16:37:22,Other,Other,,,N,IKD
26246,45744b99-b877-4851-b084-d1c39ac95454,"aplikasi dajal buang buang anggaran, vermuk nggak bisa bisa dari malam ke pagi. korup korup",1,2025-10-09 10:17:48,Bug Report,Login/OTP/Verifikasi,,,Y,IKD
23447,f90aa8d1-33f1-4292-8831-7f9bbfd9ad69,"katanya digitalisasi,tapi harus tetep offline",1,2026-04-14 08:54:15,Feature Request,Login/OTP/Verifikasi,,,N,IKD
20641,519a72d0-81b2-40dd-b86b-666ba330caa7,"kurang cepat... .kenapa tidak daring aja minta barcode nya , masih datang ke lurah atau capil ,, itu sama saja tidak mudah ,, kenapa tidak dibikin simple dan lebih mudah aja sih , udh daftar malah mentok disuruh ke disdukcapil ,, kan gak semua orang punya waktu buat ke kelurahan atau ke capil ,, harusnya udh serba online , tanpa perlu datang ke kelurahan atau ke capil ..",1,2026-07-08 22:14:39,Feature Request,Login/OTP/Verifikasi,,,Y,IKD
21705,6a6d0437-29b0-4565-a063-d0460703a63a,bagus mempermudh,5,2026-06-09 12:15:56,Other,Other,,,N,IKD
20760,d405e57d-a671-4582-825b-3e4c1fb5e3bf,oke top jossssss,5,2026-07-06 09:30:21,Other,Other,,,N,IKD
21858,2b7582c4-8bf8-490f-bd67-928d217f0ffe,knapa di aplikasi sistem layanan tidak bisa di gunakan?? jika bisa di gunakan mempermudah urusan kepengurusan dokumen bagi yg tidak sempat dtg ke kantor dinas bisa melalui online,5,2026-06-05 21:18:41,Bug Report,Layanan Inti,,,Y,IKD
25522,1e46b34f-6bb5-49ab-940b-6518ac28ab20,"Bingung aja si, kenapa PIN saya selalu salah padahal sudah benar, kadang juga benar dan lebih bnyk salah. Jadi bingung memang saya yg lupa PIN atau memang ada gangguan? btw sengaja kasih bintang 5 biar komenan saya di atas",5,2025-11-18 18:56:24,Bug Report,Login/OTP/Verifikasi,,,N,IKD
22688,ab8acf70-99ec-42f9-8a1e-b1b7c6b98c76,"sudah punya aku , pas mau masuk lagi akun nya sampe di swap foto tulisan posisikan terus wajah ke dalam frame ntah apa lah",1,2026-05-13 20:07:28,Bug Report,Login/OTP/Verifikasi,,,N,IKD
19994,0cd13c5c-ca0b-4606-8a84-8cbee06286eb,baik lancar,5,2026-07-28 12:28:26,Other,Other,,,N,IKD
23645,a2812a05-359f-427b-b585-1dd5f28592d1,lama kali buat pengambilan foto saat masuk,3,2026-04-01 12:03:24,Bug Report,Login/OTP/Verifikasi,,,N,IKD
25280,0388332a-5ef4-42cf-8cad-921bce404f6e,baru saya update .... bagus...,5,2025-12-02 01:00:40,Other,Other,,,N,IKD
19753,24a45fb7-4dec-4702-b88c-02a8c6202e0c,bisa dk klo lh pon benar masuk lh ini dk udah benar dk mau masuk mau kyk mana untuk apa ni ha percuma antri panjang pun lh benar dk mau masuk untk apa ha bikin emosi be jadi untk yg antri panjang daftar untuk apa lah cuman cek be dk masuk padahal lh berapa kali masi dk mau masuk butuh jam pula baru masuk lgi apasih ni aplikasi dk jelas,1,2026-08-04 22:48:55,Bug Report,Login/OTP/Verifikasi,,,N,IKD
20262,e9b5de73-f3c3-4916-9e9d-667d9c5472b8,saya sudah download aplikasi IKD akan tetapi setelah daftar harus QR dan harus berhadapan langsung dengan petugas nya aneh pungsinya kalo begitu sama aja boong bukan online ini namanya manual,1,2026-07-20 17:27:31,Feature Request,Login/OTP/Verifikasi,,,N,IKD
22582,84648dc6-a33f-42a9-a50b-75b6d032d62c,Mantap... inovasi tiada henti,5,2026-05-18 11:28:31,Other,Other,,,Y,IKD
21038,9cade0c8-a52c-4a25-acae-9ccbb6f61ecb,"saya ridho uang pajak saya dipakai biayain aplikasi yang ini, semoga aplikasi2 pemerintah lainnya bisa minimal sama atau lebih baik lagi",5,2026-06-28 19:29:13,Other,Other,,,N,IKD
22768,62aaba73-6844-419f-8d84-e6862192674e,"sangat senang dengan adanya IKD ini, aplikasi yang perfect.",5,2026-05-12 10:37:03,Other,Other,,,N,IKD
20349,f6ab4984-3497-4865-bad9-70186a55b224,well,5,2026-07-17 13:18:17,Other,Other,,,N,IKD
26645,871022e9-0bd0-43ee-9435-990b6d1ca78e,"udah masuk terus selfie , udah selfie minta verifikasi PIN , di masukin pin hp salah , di masukin pin yang lain salah , di cek email tidak ada verifikasi atau email apapun , maunya apa ? kocak banget aplikasinya",1,2025-09-15 17:16:48,Bug Report,Login/OTP/Verifikasi,,,N,IKD
22999,857c2f5b-be41-4c60-aa6b-a12c418568c2,lemot dan tidak ada perubahan yang signifikan.tak guna,2,2026-05-06 14:00:42,Bug Report,Peforma Umum,,,N,IKD
19918,e25f01e8-b89d-478a-81c2-eb199f9e7141,memudahkan warga dalam mengurus surat menyurat,5,2026-07-30 09:27:09,Other,Layanan Inti,,,N,IKD
25914,8a1362f0-d163-4f45-a725-ca3c3c1230a1,cukup baik sih tapi jangan daftar lagi ya soalnya males banget datang ke kantor Capil nya,4,2025-11-02 03:23:47,Feature Request,Login/OTP/Verifikasi,,,N,IKD
21674,b65302f2-5436-4d5b-b3e3-5a74f4881852,"bagus,,memudahkan, dan sangat membantu",5,2026-06-10 10:53:31,Other,Other,,,N,IKD
22393,6412bbd0-625b-4abb-8eb0-640bcd7bf852,"mantab, luar biasa",5,2026-05-22 08:42:16,Other,Other,,,N,IKD
24864,b900a725-52dc-47d9-aecd-bd54d291eefc,"dari awal mengunduh aplikasi ini belum berguna apapun,karena tidak bisa membuka pelayanan terus loading sampai sekarang masih loading gk bisa d buka fitur pelayanan nya",1,2025-12-30 11:05:13,Bug Report,Layanan Inti,,,Y,IKD
25051,594e5ab0-2dde-4a49-afe6-1cbd7d87c811,APK apa seperti ini. Begini produk buatan Negara. Jeleeeeekkkk banget dan gak sat set.,1,2025-12-16 17:35:33,Other,Other,,,N,IKD
21255,cb596960-96d5-4097-b874-f189afa8cb74,keren.. inovasi. semoga byk manfaatnya,5,2026-06-22 21:06:21,Other,Other,,,N,IKD
26777,695bca64-86c5-4609-bf45-87bcdcb71bfe,Aplikasi Berguna Banget,5,2025-09-07 09:26:00,Other,Other,,,N,IKD
22969,992eaab3-af52-4866-bb57-1047e98612ba,"sudah punya akun mau masuk harus verif wajah , wajah sudah masuk frame tpi ga bisa di cepret ... masih enak verif wajah ke gojek",1,2026-05-07 09:35:03,Bug Report,Login/OTP/Verifikasi,,,N,IKD
25066,a7c4b362-9b1e-41bc-9829-160e6df36fbb,ini buka digital kalo dftrnya masih harus scan barcod di petugas . bukan mempermudah tapi malah bikin repot,1,2025-12-15 19:08:30,Feature Request,Login/OTP/Verifikasi,,,N,IKD
22607,cbbf6829-7069-423c-8cae-b198eb4915a8,gak pernah di peke harus updet pas di buka,2,2026-05-17 16:32:11,Other,Peforma Umum,,,N,IKD
24352,f6019541-ad31-4430-aa1f-bb1968d9178e,"Kagak bisa login sistem kocak sekelas, pemerintahan",1,2026-01-29 09:52:52,Bug Report,Login/OTP/Verifikasi,,,N,IKD
21990,1e7d4fc9-0480-49fd-b6a2-8a312cd194a7,mantap 👍👍👍,5,2026-06-03 10:58:18,Other,Other,,,N,IKD
23389,dbc876d5-ae7f-4c1f-9451-1b07f85bd415,di website ada arahan buat ganti atau pun update indentitas kependudukan pas di aplikasi pelayanan nya ga ada seperti yg tertera di website,1,2026-04-16 15:54:48,Feature Request,Update Data,,,N,IKD
24039,6bfe926a-4be3-4f31-b8c8-a4b2bb3f0eef,aplikasi yg cuman ngabisin anggaran negara aja ini ya,1,2026-02-20 20:29:57,Other,Other,,,N,IKD
20350,480cbf3a-e927-41b2-94e2-39ef6dd84042,lebih mudah lebih aman,5,2026-07-17 13:01:57,Other,Other,,,N,IKD
19808,23de1cb2-5b06-49c3-a02e-753fa7896672,"padahal aplikasi sudah di update, setiap upload berkas keluar ke menu awal, beberapa kali saya coba tetap sama saja sampai sekarang pun masih belum bisa pengajuan.",1,2026-08-03 14:58:13,Bug Report,Layanan Inti,,,Y,IKD
21526,47b89235-c72f-4a4f-9d7d-8e65aba21a15,lebih sederhana n mudah utk di akses,5,2026-06-14 18:51:39,Other,Other,,,Y,IKD
20187,b702e735-667a-424e-9672-7e124d7ffbaf,"cpt sekali utk aktifasinya,trm ksh utk yg sudah membantu mengaktifasikan IKD saya..🙏",5,2026-07-22 15:02:54,Other,Login/OTP/Verifikasi,,,N,IKD
20323,935f9c34-6e57-4e22-bd01-9ad0aa218c0d,bagussseds,4,2026-07-18 11:20:48,Other,Other,,,Y,IKD
25760,0fad0f64-b762-42f2-80df-5cb616770202,mengapa pengajuan saya blm di acc yah ?? sangat lambat padahal klw di kantor 2 jam sdh jadi,2,2025-11-11 09:20:26,Other,Layanan Inti,,,Y,IKD
23629,0f15a60b-b072-4fbd-89ff-b1e2768c5aa4,sistem cacat,1,2026-04-02 10:08:16,Other,Other,,,N,IKD
21887,3eead7f4-3704-4e9b-8747-f2d09060d215,serba digital sangat bagus,5,2026-06-05 10:21:47,Other,Other,,,N,IKD
24888,a696e505-cf87-4c92-be29-4a833ac697e2,"kocak dah... bikin aplikasi, tapi verifikasi nua harus langsung depan pegawai kantor..",1,2025-12-28 11:24:47,Feature Request,Login/OTP/Verifikasi,,,N,IKD
23301,89c5136a-c1d2-4c52-8818-59105bb4135f,mantap bos ku,5,2026-04-22 09:19:40,Other,Other,,,N,IKD
25257,39299fff-68ea-4eaf-8a9c-eba8e3e29f40,gk bisa d buka,1,2025-12-03 06:36:33,Bug Report,Peforma Umum,,,N,IKD
25175,5864d56a-ec71-4e46-8da5-f5717a6df196,aplikasi online tapi harus daftar dihadapan petugas🤣🤣🤣 negara namdua ini betul² bagus konsepnya pokoknya nyusahin dan buka peluang calo ya bagus bagus,1,2025-12-07 08:11:06,Feature Request,Login/OTP/Verifikasi,,,Y,IKD
23646,3f797089-7392-4ae1-ba4e-f8355c387c99,dipersulit anjg mau bikin ktp doang,5,2026-04-01 11:19:30,Other,Layanan Inti,,,N,IKD
22271,0a2e299c-01be-483f-8824-0e511c8ef3bd,supaya lebih cepat dan gampang.,5,2026-05-25 15:17:46,Feature Request,Other,,,N,IKD
20140,ec1ac5d8-2aae-4876-8c6c-5fa697a7b0c1,sangat bermanfaat dan efektif efesien,5,2026-07-23 15:31:14,Other,Other,,,N,IKD
24918,31bb5762-befb-4411-9b96-787a6632930b,aplikasi paling buruk seindonesia,1,2025-12-24 13:14:12,Other,Other,,,N,IKD
20807,391e2369-788c-49ee-91f0-b782f2a4a096,"masih banyak fitur yang cuma jadi hiasan aplikasi aj, sarana saja kalau sudah mau digitalisasi harus sudah di program agar bisa berjalan semuanya. kalau nanggung gitu buat apa di launching aplikasinya.",1,2026-07-03 21:38:11,Feature Request,Layanan Inti,,,N,IKD
26494,679a3c1f-0d3b-4238-a6c0-5c0567f15c0e,Mantab keren Dukcapil,5,2025-09-24 17:10:48,Other,Other,,,N,IKD
25811,c1ce4128-e589-4ad5-9bfb-a6ce92c4c2d2,"Pengajuan dari tgl 03 sampai tgl 07 belum selesai juga, pelayanannya lama banget, padahal apk di buat untuk mempermudah tapi pelananya lama .",1,2025-11-07 10:35:55,Bug Report,Layanan Inti,,,N,IKD
24953,f3e8f825-56ea-4bd5-bade-116eb1030395,"gabisa daftar loading gagal terus,",1,2025-12-22 21:44:58,Bug Report,Login/OTP/Verifikasi,,,Y,IKD
22357,56fd352e-1df7-4eae-bb0f-900438b92a4a,"Jika lupa tidak membawa ktp ini bisa di andalkan, tapi mengapa tiba tiba tifak bisa login, saya sudah 2x seperti ini..",3,2026-05-22 17:02:16,Bug Report,Login/OTP/Verifikasi,,,N,IKD
23471,0e5a4897-6581-4eed-af08-996d2e72d8e5,"Aplikasi sampah, bikin akun saja harus di depan petugas, sekalian saja harus di depan MALAIKAT PENCABUT NYAWA 😆",1,2026-04-13 09:46:58,Feature Request,Login/OTP/Verifikasi,,,Y,IKD
23200,ee23b471-6c65-4081-90c2-c6de86aaa48f,mantap. semoga bisa download KK lewat aplikasi ikd,5,2026-04-29 07:53:01,Feature Request,Layanan Inti,,,N,IKD
26944,ba05b7d3-8bd6-4cc3-b163-479c6ab4a69c,kalo tetep harus datang ke kantor dukcapil buat scan QR untuk apa aplikasi ini d buat ?? repot !!!!,1,2025-08-26 13:04:26,Feature Request,Login/OTP/Verifikasi,,,Y,IKD
19816,db7f2d71-d7e4-48f1-8a1c-6696b0fd9e25,Semoga adanya program dari Pemerintah melalui Dukcapil ini dpt di pergunakan dgn baik dan dpt terlindungi dari kejahatan kriminal digital,5,2026-08-03 11:44:36,Other,Other,,,N,IKD
25095,c07de5da-f48f-4eb3-9064-31fa0b9c55e2,"untuk saat ini udah cepat dan mudah di akses, Semoga kedepanya akan lebih bagus lagi",5,2025-12-12 12:58:54,Other,Peforma Umum,,,N,IKD
20375,3bba5a91-0d35-4f35-9eb5-f6e5c916351a,"membantu ,lebih di tingkatkan lagi pelayanan 🙏",5,2026-07-16 19:39:13,Other,Other,,,N,IKD
21693,86e112ac-94b1-47ef-b7ba-3301262eeb70,"Mantap, lanjut kan",5,2026-06-09 15:29:31,Other,Other,,,N,IKD
19831,2273f6a6-f392-481b-8601-4a94dea6e181,sangat memudahkan saat membutuhkan dokumen data diri dan data keluarga,5,2026-08-02 20:51:19,Other,Layanan Inti,,,N,IKD
21053,d5974a72-0329-4cd7-8826-dd824c0ab028,"perbaiki, selalu logout sendiri",4,2026-06-28 09:41:23,Bug Report,Login/OTP/Verifikasi,,,N,IKD
24084,decac08b-f21c-4d29-a7fd-79900736772e,Aplikasi sampah yang pernah dibuat,1,2026-02-18 00:33:33,Other,Other,,,Y,IKD
25163,332fd43b-6d5e-4447-8e7c-df4ca25cfec9,reset password ribet harusnya pake nomer telp verif dsn pake email,1,2025-12-08 11:10:29,Feature Request,Login/OTP/Verifikasi,,,N,IKD
26708,350a1a6f-4c26-483d-a009-a8b0b609fbe6,"lucu aplikasinya. aplikasi online, tp cara daftar akun harus ke dukcapil (offline) 😊😊😊",1,2025-09-11 16:40:03,Feature Request,Login/OTP/Verifikasi,,,N,IKD
24664,a50e424f-bc27-489c-bffc-82826947f70a,abis update malah ga bisa dibuka,1,2026-01-09 08:27:27,Bug Report,Peforma Umum,,,N,IKD
19682,1f76ae5a-e7a3-4578-9e0c-7036a5a21e03,sangat bagus dan efensi,5,2026-08-06 13:32:09,Other,Other,,,N,IKD
20130,5d6eec4a-5066-480a-8590-eed98bb59bb9,belum tau cara cetak dan kirim file,5,2026-07-23 19:37:46,Other,Layanan Inti,,,N,IKD
25443,e4650eae-97a6-477d-9294-438634369ad6,"hati hati, setelah ada update, ada orang yang mengatasnamakan kecamatan untuk data ke kantor untuk aktivasi aplikasi",5,2025-11-22 16:41:32,Other,Other,,,N,IKD
21728,487d2b8f-7ead-44af-968f-cef7d8658686,makin mudah dalam menyimpan data keluarga. dan sangat berguna,5,2026-06-08 23:54:37,Other,Layanan Inti,,,N,IKD
21448,e21e0f0a-6acb-494b-bae2-a242a0dfdf7f,gak guna saat ini,1,2026-06-17 12:39:22,Other,Other,,,Y,IKD
22631,60892d10-bfa6-43f9-b0bd-f299058932ab,sangat membantu apk nya oke rekom,5,2026-05-15 15:35:08,Other,Other,,,N,IKD
20159,7dafab0b-8403-4d10-909a-f55bc22e3174,sangat memuaskan dan membantu masyarakat Indonesia Alhamdulillah 🤲,5,2026-07-23 10:14:44,Other,Other,,,N,IKD
26600,db0ad145-9def-477d-9da1-05ebf7c1653c,fitur ambil foto gak bisa,1,2025-09-18 08:46:31,Bug Report,Login/OTP/Verifikasi,,,N,IKD
25769,eb267b58-d15d-4a5b-8c67-9110d1ee8c87,sangat luar biasa dan nyaman maksih 🙏,5,2025-11-10 23:11:36,Other,Other,,,N,IKD
23523,697ce9e1-a623-4463-94b7-e71adb4f1535,"kenapa buat HP oppo a77s tidak bisa download lagi,",5,2026-04-09 09:46:21,Bug Report,Peforma Umum,,,N,IKD
24263,1385205f-477d-4f2d-a357-6db3dc2a2ebf,data saya kebloki,1,2026-02-06 09:04:14,Bug Report,Login/OTP/Verifikasi,,,N,IKD
22431,39bd6549-ca48-49c4-8ae5-fc1b109869b4,mempermudah data keluarga satu klik,5,2026-05-21 12:38:52,Other,Layanan Inti,,,N,IKD
26586,38b2c198-62dd-475e-8f74-aa26de1c06be,buat apa pake aplikasi online kalau masih harus scan barcode ke dukcapil. gak guna banget aplikasi ini,1,2025-09-18 14:20:56,Feature Request,Login/OTP/Verifikasi,,,N,IKD
23790,41f5adde-f5b1-41ef-8520-c8486406a88c,gak bisa download,1,2026-03-15 00:58:29,Bug Report,Peforma Umum,,,N,IKD
23782,def0cece-6d0b-440b-ac33-6c908a7d1335,kenapa minta akses ke semua penyimpanan? seharusnya ini tidak perlu,1,2026-03-16 05:50:52,Feature Request,Peforma Umum,,,N,IKD
22165,87ce3faf-eb66-453f-b93d-752bf0539ba1,gampang ke hapus data nya!,1,2026-05-29 09:26:56,Bug Report,Update Data,,,N,IKD
20938,6144914a-a529-4359-944c-343600e1ab52,bagus dan gerak cepat,5,2026-07-01 10:26:13,Other,Other,,,N,IKD
24815,cdbb982f-4deb-41f5-889d-4d9b702f48f9,wkwk burik,1,2026-01-03 18:50:18,Other,Other,,,N,IKD
22664,110de3de-c60f-4b76-80a1-5d50453577e4,padahal udah scan barcode di kantor tapi masih gagal juga,5,2026-05-14 16:15:10,Bug Report,Login/OTP/Verifikasi,,,N,IKD
26422,2c1fb223-edb4-4b42-83d6-5e1420d4fc18,"sudah daftar, ketika mau masuk lagi suruh daftar lagi. kejadian ini berkali kali. Nggak guna juga kalau mau bertamu ke gedung swasta atau bandara, tetap yg diminta KTP fisik. Ini nyusahin bgt. Cuma jadi ajang bancakan proyek saja.",1,2025-09-29 20:16:43,Bug Report,Login/OTP/Verifikasi,,,N,IKD
19771,04184b5c-867f-448f-a49b-ff82a8f53bd0,sangat baik pelayanan Rama sopan,5,2026-08-04 13:40:51,Other,Other,,,N,IKD
22463,360d1502-aec5-4f5a-8aa5-aa12e819f306,"baik ,bagus mantab",5,2026-05-20 19:35:31,Other,Other,,,N,IKD
26276,b5b22030-2a58-4e82-bd89-fd7a2f0292db,belum digunakan,4,2025-10-07 14:06:36,Other,Other,,,N,IKD
23121,03baeffb-63d9-4ae5-959a-1e8c9a332c9c,Tampilannya lebih mudah dan sederhana,5,2026-04-30 18:34:27,Other,Other,,,N,IKD
23778,8b26904f-9223-476c-8ce9-ad0d503b21bb,Bintang satu berbicara.. Ulasan udah diwakili yg ngasih bintang satu,1,2026-03-16 10:40:50,Other,Other,,,N,IKD
25232,09e4373f-7ea0-4831-98ee-4f8da1a7cc7e,"lemot banget ini aplikasi nya, gak bisa buat yang lebih bagus apa ? ini kan aplikasi pemerintahan, masa kualitas nya down, jngan mikirin cuannya aja lah, nagaco pada",1,2025-12-04 11:55:54,Bug Report,Peforma Umum,,,N,IKD
26085,5edf0d4e-0bc6-459b-87d3-2d383c34cfbb,"Blok Aplikasi digital tapi akhirnya masih di suruh ke dukcapil, trus mana digital nya ngtod. Bikin Rekening Bank Digital Online Lebih Digital dadipada aplikasi ktp digital LoL",1,2025-10-21 06:45:06,Feature Request,Login/OTP/Verifikasi,,,N,IKD
26897,497fbee0-be7e-46c0-b20c-d377d9288fb3,Good aplicatoin for publict need,5,2025-08-28 19:21:36,Other,Other,,,N,IKD
21462,6de9358d-f12a-4cd7-8ffc-43707742801a,update terus jlek,1,2026-06-17 04:52:52,Bug Report,Peforma Umum,,,N,IKD
24600,13055e1b-93c1-4c69-a71b-09f5a37571eb,perasaan ini apk bermasalah Mulu (error) gak ada perkembangan padahal udah update juga. penasaran sama anggarannya! yg bikin pasti gen peot (boomer),1,2026-01-13 00:25:39,Bug Report,Peforma Umum,,,N,IKD
20210,0b18dacd-fb55-4bc7-be4d-303de05ae572,semogga bisa membantu,5,2026-07-21 21:27:07,Other,Other,,,N,IKD
20969,a54fd907-bf53-4dbf-bc72-ba3baa0ab20d,"aplikasi ini sangat rekomendasi sekali,dan untuk petugas dukcapil amat sangat memuaskan dengan pelayanannya,cara buatnya pun sangat mudah dan tidak lama cuma beberapa menit langsung jadi",5,2026-06-30 10:57:36,Other,Other,,,N,IKD
20611,2b984604-29e3-48c7-8b29-48ead5cd0a3b,"overall enak digunakan namun, kadang aplikasi eror dan harus bolak-balik mengisi data yang sama. Saya berharap kedepannya bisa lebih baik dan stabil saat aplikasi digunakan",4,2026-07-09 14:45:20,Bug Report,Peforma Umum,,,N,IKD
22598,7dd6f177-aa1f-433e-b738-84b6dca94cd1,sangat efesien,5,2026-05-17 21:37:02,Other,Other,,,N,IKD
23680,964d3c51-3816-47dd-ba92-42f223a19541,apalah aplikasi ini...bukannya mempermudah... malah mempersulit...ketika sudah lama gak masuk ke IKD.... malah harus login ulang...dan pin lock nya gak bisa ke deteksi... padahal sama,1,2026-03-30 13:52:56,Bug Report,Login/OTP/Verifikasi,,,N,IKD
